med_name,med_manufacturer,components,comp
AZIWIS 500MG TABLET ,WENS DRUGS INDIA PVT LTD ,Azithromycin 500 MG,
AZIWELL 500MG TABLET ,WIZAD BIOTECH PVT LTD ,Azithromycin 500 MG,
AZIWIZ 500MG TABLET ,SWIZINGER HEALTH CARE PVT LTD ,Azithromycin 500 MG,
AZIWAY 500MG TABLET ,RKG PHARMA ,Azithromycin 500 MG,
AZIYUG 500MG TABLET ,YUG PHARMA ,Azithromycin 500 MG,
AZIZ 500MG TABLET ,SEHAT PHARMA ,Azithromycin 500 MG,
 AZIZEN 500MG TABLET ,ZENTIS DRUGS PVT LTD ,Azithromycin 500 MG,
AZI SMYLE 500MG TABLET ,VERNA HEALTHCARE ,Azithromycin 500 MG,
AZI OD 500MG TABLET ,AZILLIAN HEALTHCARE ,Azithromycin 500 MG,
AZI 500MG TABLET ,BAYBERRY PHARMA ,Azithromycin 500 MG,
AZI FAITH 500MG TABLET ,FAITH PHARMA ,Azithromycin 500 MG,
AZLO 500MG TABLET ,SANJEEVANI BIOTECH ,Azithromycin 500 MG,
AZMI 500MG TABLET ,HALL DANE LABORATARIES ,Azithromycin 500 MG,
AZMOX 500MG TABLET ,AZILLIAN HEALTHCARE ,Azithromycin 500 MG,
AZMYTAB 500MG TABLET ,VINAYAK CARE SOLUTION PVT LTD ,Azithromycin 500 MG,
AZM 500MG TABLET ,SOLITAIRE PHARMACIA PVT LTD ,Azithromycin 500 MG,
AZNEE 500MG TABLET ,GUFIC BIOSCIENCES LTD ,Azithromycin 500 MG,
AZN 500MG TABLET ,AB PHARMACEUTICALS ,Azithromycin 500 MG,
AZOBAT 500MG TABLET ,INTRA LABS ,Azithromycin 500 MG,
AZOCIN 500MG TABLET ,OSWIN ,Azithromycin 500 MG,
AZODIS 500MG TABLET ,BIONOVA LIFESCIENCES ,Azithromycin 500 MG,
AZOKING 500MG TABLET ,CHEMO HEALTHCARE ,Azithromycin 500 MG,
AZOLEA 500MG TABLET ,VITO THERAPEUTICS ,Azithromycin 500 MG,
AZOM 500MG TABLET ,FINECURE PHARMACEUTICALS ,Azithromycin 500 MG,
AZOMID 500MG TABLET ,MIDAS HEALTHCARE LTD ,Azithromycin 500 MG,
AZOMARC 500MG TABLET ,MARC LABORATORIES PVT LTD ,Azithromycin 500 MG,
 AZOO 500MG TABLET ,GROUP PHAMRACEUTICALS LTD ,Azithromycin 500 MG,
AZORTA 500MG TABLET ,DR REDDYS LABORATORIES LTD ,Azithromycin 500 MG,
AZOSIS 500MG TABLET ,TPPL ,Azithromycin 500 MG,
AZOS 500MG TABLET ,SSM PHARMACEUTICALS ,Azithromycin 500 MG,
AZOTEL 500MG TABLET ,BIOTICS RESEARCH ,Azithromycin 500 MG,
AZOVID 500MG TABLET ,IND SWIFT LIMITED ,Azithromycin 500 MG,
AZOWIN 500MG TABLET ,AVENTURE PHARMA ,Azithromycin 500 MG,
AZOXYN 500MG TABLET ,LYPHO MED REMEDIES PVT LTD ,Azithromycin 500 MG,
AZO 500MG TABLET ,DIAMOND DRUGS PVT LTD ,Azithromycin 500 MG,
AZRADE 500MG TABLET ,BAL PHARMA ,Azithromycin 500 MG,
AZREA 500MG TABLET ,CINEREA BIOTECH ,Azithromycin 500 MG,
AZRO 500MG TABLET ,ABBOTT ,Azithromycin 500 MG,
AZRO 500MG SYRUP ,ABBOTT ,Azithromycin 500 MG,
AZSUCH 500MG TABLET ,RESILIENT PHARMA ,Azithromycin 500 MG,
AZTIN 500MG TABLET ,LAKSUN LIFESCIENCES ,Azithromycin 500 MG,
AZTRA 500MG TABLET ,HEAL INDIA LABORATORIES ,Azithromycin 500 MG,
AZTRIN 500MG TABLET ,HAEAL PHARMA ,Azithromycin 500 MG,
AZUMA 500MG TABLET ,FULFORD ,Azithromycin 500 MG,
AZUMIN 500MG TABLET ,KINESIS ,Azithromycin 500 MG,
AZURE 500MG TABLET ,SWISS ,Azithromycin 500 MG,
 AZU OD 500MG TABLET ,VILBERRY HEALTHCARE PVT LTD ,Azithromycin 500 MG,
AZVAN 500MG TABLET ,VANCE & HEALTH ,Azithromycin 500 MG,
AZYCIN 500MG TABLET ,SURYA PHARMA ,Azithromycin 500 MG,
AZYRIC 500MG TABLET ,EUPHORIC ,Azithromycin 500 MG,
AZYSAFE 500MG TABLET ,OVERSEAS HEALTH CARE ,Azithromycin 500 MG,
AZYTIME 500MG TABLET ,TIMETECH FORMULATIONS ,Azithromycin 500 MG,
AZYXIN 500MG TABLET ,CENTAUR PHARMACEUTICALS PVT LTD ,Azithromycin 500 MG,
A OD 500MG TABLET ,ELISA BIOTECH PVT LTD ,Azithromycin 500 MG,
BACTIAZI 500MG TABLET ,PRAYAS PHARMA ,Azithromycin 500 MG,
BIOTHRAL 500MG TABLET ,UNIBIOTICS PHARMA ,Azithromycin 500 MG,
BIOZIT 500MG TABLET ,BIODERMA SOLUTIONS ,Azithromycin 500 MG,
BIO AZ 500MG TABLET ,BIOMAX BIOTECHNICS ,Azithromycin 500 MG,
BZ 500MG TABLET ,ACEKINETICS HEALTHCARE ,Azithromycin 500 MG,
AUXIZIO 500MG TABLET ,MYRIADHUES HEALTHCARE ,Azithromycin 500 MG,
AZEE WAH 500MG TABLET ,HAUZ PHARMA ,Azithromycin 500 MG,
CALIZO 500MG TABLET ,CALI MED PHARMACEUTICALS INDIA PVT LTD ,Azithromycin 500 MG,
CAZITA 500MG TABLET ,ADMAC PHARMA ,Azithromycin 500 MG,
CAZITHRO 500MG TABLET ,CACHET PHARMA ,Azithromycin 500 MG,
CGTHRO 500MG TABLET ,CMG BIOTECH ,Azithromycin 500 MG,
CUROME 500MG TABLET ,CUBIT HEALTHCARE ,Azithromycin 500 MG,
 CYAZI 500MG TABLET ,MEDICYTE PHARMA ,Azithromycin 500 MG,
DEAZI 500MG TABLET ,DEA DELLA LIFESCIENCES PVT LTD ,Azithromycin 500 MG,
DEFTOLIDE 500MG TABLET ,THEMIS MEDICARE ,Azithromycin 500 MG,
DIREKT 500MG TABLET ,KONTEST CHEMICALS ,Azithromycin 500 MG,
DIZITHRO 500MG TABLET ,DIVINE ,Azithromycin 500 MG,
DORAZI 500MG TABLET ,DORPHYLL HEALTHCARE ,Azithromycin 500 MG,
DRZETH 500MG TABLET ,DR BEST PHARMACEUTICALS PVT LTD ,Azithromycin 500 MG,
FITZEE 500MG TABLET ,FITWEL PHARMA ,Azithromycin 500 MG,
FORIT 500MG TABLET ,HEALTH CARE ,Azithromycin 500 MG,
FYDOZITH 500MG TABLET ,XIEON LIFE SCIENCES ,Azithromycin 500 MG,
G AZI 500MG TABLET ,GENESCIENCE LIFECARE ,Azithromycin 500 MG,
GENOTHRAL 500MG TABLET ,GENO PHARMA ,Azithromycin 500 MG,
GERITHRO 500MG TABLET ,GERRYSUN PHARMA ,Azithromycin 500 MG,
GITRO 500MG TABLET ,PLUS INDIA ,Azithromycin 500 MG,
ECOTHRAL 500MG TABLET ,KEPLER HEALTHCARE PVT LTD ,Azithromycin 500 MG,
ELDERAZE 500MG TABLET ,ELDER ,Azithromycin 500 MG,
ELGRAM 500MG TABLET ,CAPTAB BIOTEC ,Azithromycin 500 MG,
ELZEE 500MG TABLET ,ELDER ,Azithromycin 500 MG,
ERITH 500MG TABLET ,ZEE LABORATORIES LTD ,Azithromycin 500 MG,
EVACIN 500MG TABLET ,EVA BIOTECH PVT LTD ,Azithromycin 500 MG,
 EZECURE 500MG TABLET ,EMCURE PHARMACEUTICALS LTD ,Azithromycin 500 MG,
CORAZ 500MG TABLET ,MAXAMUS ,Azithromycin 500 MG,
CORZI 500MG TABLET ,DWD PHARMA ,Azithromycin 500 MG,
HHAZI 500MG TABLET ,HEGDE AND HEGDE PHARMACEUTICA LLP ,Azithromycin 500 MG,
HYZITH 500MG TABLET ,ESSEL PHARMA ,Azithromycin 500 MG,
IBITHRAL 500MG TABLET ,INDIABULLS PHARMA LTD ,Azithromycin 500 MG,
ITHA 500MG TABLET ,ALNA BIOTECH ,Azithromycin 500 MG,
IZABOF 500MG TABLET ,BAFNA PHARMA ,Azithromycin 500 MG,
IZAMED 500MG TABLET ,MEDOZ PHARMA ,Azithromycin 500 MG,
IZIMED 500MG TABLET ,IMED HEALTHCARE ,Azithromycin 500 MG,
JOCIN 500MG TABLET ,DR JOHNS LABS ,Azithromycin 500 MG,
KAMZI 500MG TABLET ,KAMRON LABORATORIES ,Azithromycin 500 MG,
KARIZMA 500MG TABLET ,KARE HEALTH SPECIALITIES PVT LTD ,Azithromycin 500 MG,
G THRO 500MG TABLET ,GLOBUS REMEDIES LTD ,Azithromycin 500 MG,
INCAZI 500MG TABLET ,INCARNATE PHARMACHEM PVT LTD ,Azithromycin 500 MG,
NELZITH 500MG TABLET ,NOEL PHARMA ,Azithromycin 500 MG,
NEOZITH 500MG TABLET ,NEOSUN BIOTECH ,Azithromycin 500 MG,
NEUMAZO 500MG TABLET ,LIFE MEDICARE ,Azithromycin 500 MG,
NIZITHRO 500MG TABLET ,NEISS LABS LTD ,Azithromycin 500 MG,
NODYCIN 500MG TABLET ,NODYSIS PHARMA ,Azithromycin 500 MG,
 NTHROSIN 500MG TABLET ,NUMED LABS ,Azithromycin 500 MG,
NUAZY 500MG TABLET ,NULIFE ,Azithromycin 500 MG,
ONAZIT 500MG TABLET ,ELDER ,Azithromycin 500 MG,
OPIAZ 500MG TABLET ,ORISON PHARMA ,Azithromycin 500 MG,
KROZITH 500MG TABLET ,GRENTEK HEALTH CARE ,Azithromycin 500 MG,
LARIZA 500MG TABLET ,INTEL PHARMA ,Azithromycin 500 MG,
LAZITH 500MG TABLET ,LEE PHARMA ,Azithromycin 500 MG,
LAZITHRO 500MG TABLET ,LESANTO LABS ,Azithromycin 500 MG,
LAZ 500MG TABLET ,GENIX PHARMA ,Azithromycin 500 MG,
LEAZ 500MG TABLET ,LEADS PHARMA ,Azithromycin 500 MG,
LITAZITH 500MG TABLET ,LITAKA PHARMA ,Azithromycin 500 MG,
LOROMYCIN 500MG CAPSULE ,NOVARTIS ,Azithromycin 500 MG,
LUPITHRAL 500MG TABLET ,LUPITAS PHARMA ,Azithromycin 500 MG,
M-ZITH 500MG TABLET ,MEDIWILL LIFE SCIENCES ,Azithromycin 500 MG,
MAAZI 500MG TABLET ,MAAN PHARMA ,Azithromycin 500 MG,
MACROTOR 500MG TABLET ,TORRENT ,Azithromycin 500 MG,
MACROAZI 500MG TABLET ,ORCHID ,Azithromycin 500 MG,
MACROZAC 500MG TABLET ,LINUX LABORATORIES ,Azithromycin 500 MG,
MACROZITH 500MG TABLET ,SERIN FORMULATIONS ,Azithromycin 500 MG,
MACROZIN 500MG TABLET ,BSP PHARMACETICALS ,Azithromycin 500 MG,
 MACROSAFE 500MG TABLET ,MSN LABORATORIES PVT LTD ,Azithromycin 500 MG,
MACZED 500MG TABLET ,MAC LABS ,Azithromycin 500 MG,
MARKAZ 500MG TABLET ,MARK REMEDIES PVT LTD ,Azithromycin 500 MG,
MAXITHRAL 500 TABLET ,UCB ,Azithromycin 500 MG,
MAXITHROL 500MG TABLET ,PULSE PHARMA ,Azithromycin 500 MG,
MECLOZY 500MG TABLET ,BONSAI PHARMA ,Azithromycin 500 MG,
MEGAMAC 500MG TABLET ,INDCHEMIE HEALTH SPECIALITIES ,Azithromycin 500 MG,
KEZITHROAT 500MG TABLET ,KEN BIOTEC ,Azithromycin 500 MG,
MICROBACT 500MG TABLET ,MICRO LABS LIMITED ,Azithromycin 500 MG,
MIOMYCIN 500MG TABLET ,REKVINA PHARMA ,Azithromycin 500 MG,
MIZIT 500MG TABLET ,ROUZEL PHARMA ,Azithromycin 500 MG,
MYAZ 500MG TABLET ,ANHOX HEALTHCARE PVT LTD ,Azithromycin 500 MG,
MYAZI 500MG TABLET ,GRACIOUS PHARMA ,Azithromycin 500 MG,
NANOGRAM 500MG TABLET ,KIVI LABS ,Azithromycin 500 MG,
ORGAZEE 500MG TABLET ,ORGUS HEALTHCARE ,Azithromycin 500 MG,
ORTIZA 500MG TABLET ,MEDOPHARM ,Azithromycin 500 MG,
OZITH 500MG TABLET ,ZEE LABORATORIES LTD ,Azithromycin 500 MG,
OZOROX 500MG TABLET ,OZONE PHARMACEUTICALS LTD ,Azithromycin 500 MG,
NAZITH 500MG TABLET ,NAVIL ,Azithromycin 500 MG,
PRAZITH 500MG TABLET ,PRISM LIFE SCIENCES LTD ,Azithromycin 500 MG,
 QAZI 500MG TABLET ,PALSON DERMA ,Azithromycin 500 MG,
QURAZIT 500MG TABLET ,EMENOX HEALTHCARE ,Azithromycin 500 MG,
QZINEX 500MG TABLET ,INEX MEDICAMENTS PVT LTD ,Azithromycin 500 MG,
PRATHAM 500MG TABLET ,ALKEM LABORATORIES LTD ,Azithromycin 500 MG,
PRATHAM 2SETT 2GM 60ML SYRUP ,ALKEM LABORATORIES LTD ,Azithromycin 500 MG,
SWITHRO 500MG TABLET ,IND SWIFT LIMITED ,Azithromycin 500 MG,
SYSTHRAL 500MG TABLET ,SYSMED ,Azithromycin 500 MG,
SZIMYCIN 500MG TABLET ,SG LIFECARE PVT LTD ,Azithromycin 500 MG,
TABSUV 500MG TABLET ,ENCORE ,Azithromycin 500 MG,
TAZIX 500MG TABLET ,RANBAXY ,Azithromycin 500 MG,
TAZIT 500MG TABLET ,TALENT HEALTHCARE ,Azithromycin 500 MG,
TECAZI 500MG TABLET ,UNITED BIOTECH PVT LTD ,Azithromycin 500 MG,
TENAZITH 500MG TABLET ,TENET HEALTHCARE ,Azithromycin 500 MG,
THRAZ 500MG TABLET ,ACME PHARMA ,Azithromycin 500 MG,
THREEOMYCIN 500MG TABLET ,SOUTHSHOURNE CORPORATION INDIA ,Azithromycin 500 MG,
THROBIT 500MG TABLET ,CUBIT HEALTHCARE ,Azithromycin 500 MG,
TOZITO 500MG TABLET ,INJECTO CAPTA ,Azithromycin 500 MG,
TRICEF A 500MG TABLET ,TRIREME LIFE SCIENCES ,Azithromycin 500 MG,
TRIZITH 500MG TABLET ,VIVO LIFES SCIENCES PVT LTD ,Azithromycin 500 MG,
TRULIMAX 500MG TABLET ,PFIZER LIMITED ,Azithromycin 500 MG,
 ULTRAZ 500MG TABLET ,GENERAL ,Azithromycin 500 MG,
UNIZITH 500MG TABLET ,SANOFI INDIA LIMITED ,Azithromycin 500 MG,
URTI 500MG TABLET ,RAVIAN LIFE SCIENCE PVT LTD ,Azithromycin 500 MG,
UTHRAL 500MG TABLET ,UNISON ,Azithromycin 500 MG,
UZAZY 500MG TABLET ,VIDAKEM LIFESCIENCES PVT LTD ,Azithromycin 500 MG,
U ROM 500MG TABLET ,PHARMA PLUS ,Azithromycin 500 MG,
SAZITH 500MG TABLET ,SAIN MEDICAMENTS PVT LTD ,Azithromycin 500 MG,
SERVAZITH 500MG TABLET ,EMBIOTIC LABORATORIES ,Azithromycin 500 MG,
STANMYCIN A 500MG TABLET ,STEDMAN PHARMA ,Azithromycin 500 MG,
STAZEE 500MG TABLET ,STAUNCH PHARMA ,Azithromycin 500 MG,
STYZI 500MG TABLET ,STRIVEO HEALTHCARE PVT LTD ,Azithromycin 500 MG,
SUPRAZI 500MG TABLET ,PHARMED PHARMA ,Azithromycin 500 MG,
SUPROZITH 500MG TABLET ,ATHENS LAB ,Azithromycin 500 MG,
RANAZY 500MG TABLET ,RANBAXY ,Azithromycin 500 MG,
RAPVERY 500MG TABLET ,FOSSIL REMEDIES ,Azithromycin 500 MG,
REMYCINE 500MG TABLET ,EAST INDIA PHARMA ,Azithromycin 500 MG,
RETRAMYCIN 500MG TABLET ,MEDISPAN ,Azithromycin 500 MG,
REZIM 500MG TABLET ,GENECIA HEALTHCARE ,Azithromycin 500 MG,
RITHRAL 500MG TABLET ,ROYAL LABS ,Azithromycin 500 MG,
RIZAX 500MG TABLET ,MOXY LABORATORIES PVT LTD ,Azithromycin 500 MG,
 RIZCIN 500MG TABLET ,RISHAB HEALTHCARE ,Azithromycin 500 MG,
RONIN 500MG TABLET ,HELIOS PHARMA ,Azithromycin 500 MG,
ROSEMYCIN 500MG TABLET ,ROSEATE MEDICARE ,Azithromycin 500 MG,
ROSSTHRAL 500MG TABLET ,EMAMI FRANK ROSS LTD ,Azithromycin 500 MG,
ROWEZY 500MG TABLET ,JAGSONPAL ,Azithromycin 500 MG,
RTLIDE 500MG TABLET ,FOURRTS INDIA LABS PVT LTD ,Azithromycin 500 MG,
RUAZI 500MG TABLET ,RUSI REMEDIES PVT LTD ,Azithromycin 500 MG,
RULIDE AZ 500MG TABLET ,SANOFI INDIA LIMITED ,Azithromycin 500 MG,
SKOMYCE 500MG TABLET ,ESKON PHARMA ,Azithromycin 500 MG,
SAFEZEE 500MG TABLET ,BIOSAFE FORMULATIONS ,Azithromycin 500 MG,
TOZY 500MG TABLET ,STADIA BIOTECH ,Azithromycin 500 MG,
TOZEC 50MG TABLET ,KENTRECK LAB ,Azithromycin 500 MG,
VAZIR 500MG TABLET ,ZYPHARS PHARMACEUTICS PVT LTD ,Azithromycin 500 MG,
VEER 500MG TABLET ,AARAV PHARMA ,Azithromycin 500 MG,
VENTROX DS 500MG TABLET ,SYSTOPIC ,Azithromycin 500 MG,
VERIAZ 500MG TABLET ,VERITAZ HEALTHCARE ,Azithromycin 500 MG,
VERZIT 500MG TABLET ,KARNATAKA ANTIBIOTICS AND PHARMACEUTICALS LTD ,Azithromycin 500 MG,
VICON 500MG TABLET ,WYETH ,Azithromycin 500 MG,
VIZIT 500MG TABLET ,VITAL CARE PVT LTD ,Azithromycin 500 MG,
WALAZI 500MG TABLET ,BHC ,Azithromycin 500 MG,
 WELZITH 500MG TABLET ,ZEE LABORATORIES LTD ,Azithromycin 500 MG,
WINZIP 500MG TABLET ,MAKERS LABS ,Azithromycin 500 MG,
XITH 500MG TABLET ,CORONA REMEDIES PVT LTD ,Azithromycin 500 MG,
YASH ZI 500MG TABLET ,YASH PHARMA LABORATORIES PVT LTD ,Azithromycin 500 MG,
YOZITH 500MG TABLET ,TRITON HEALTHCARE ,Azithromycin 500 MG,
Z1 500MG TABLET ,LUPIN LTD ,Azithromycin 500 MG,
ZADY 500MG TABLET ,MANKIND ,Azithromycin 500 MG,
ZAROCIN 500MG TABLET ,MEGA PHARMA ,Azithromycin 500 MG,
ZATHRIN 500MG TABLET ,FDC LIMITED ,Azithromycin 500 MG,
ZATHRIPOL 500MG TABLET ,POLLEN HEALTHCURE PVT LTD ,Azithromycin 500 MG,
ZAT 500MG TABLET ,DYNAMED PHARMA ,Azithromycin 500 MG,
ZEEON 500MG TABLET ,FITWEL PHARMA ,Azithromycin 500 MG,
ZEETHROM 500MG TABLET ,INTAS PHARMACEUTICALS LTD ,Azithromycin 500 MG,
ZEMAZE 500MG TABLET ,ZEDAWN LIFESCIENCES PVT LTD ,Azithromycin 500 MG,
ZENITHRO 500MG TABLET ,ZENOBIO LIFE SCIENCES PVT LTD ,Azithromycin 500 MG,
ZENMAC 500MG TABLET ,ZENITH HEALTH CARE LTD ,Azithromycin 500 MG,
ZEN AZI 500MG TABLET ,KAIZEN RESEARCH LABS INDIA PVT LTD ,Azithromycin 500 MG,
ZEROBACT 500MG TABLET ,SUMAC PHARMA PVT LTD ,Azithromycin 500 MG,
ZETORIN 500MG TABLET ,SVIZERA HEALTHCARE ,Azithromycin 500 MG,
ZICIN 500MG TABLET ,GRAF LABS ,Azithromycin 500 MG,
 ZIGAF 500MG TABLET ,SIGNOVA PHARMA ,Azithromycin 500 MG,
ZIKEM 500MG TABLET ,SHRINIVAS LAB ,Azithromycin 500 MG,
ZILANTO 500MG TABLET ,GLANTO PHARMA ,Azithromycin 500 MG,
ZIMACIN 500MG TABLET ,VILIN BIOMED ,Azithromycin 500 MG,
ZIMAC 500MG TABLET ,MINT LIFE SCIENCES ,Azithromycin 500 MG,
ZINTA 500MG TABLET ,VENSAT BIO ,Azithromycin 500 MG,
ZIOX 500MG TABLET ,CENTAUR PHARMACEUTICALS PVT LTD ,Azithromycin 500 MG,
ZIROM 500MG TABLET ,TRUMAC HEALTHCARE ,Azithromycin 500 MG,
ZITAB 500MG TABLET ,FLOREAT MEDICA PVT LTD ,Azithromycin 500 MG,
ZITHROX 500MG TABLET ,MACLEODS PHARMACEUTICALS LTD ,Azithromycin 500 MG,
ZITHRAP 500MG TABLET ,APPLE THERAPEUTICS ,Azithromycin 500 MG,
ZITHROCIN 500MG TABLET ,BIOCHEM ,Azithromycin 500 MG,
ZITHCURE 500MG TABLET ,DR CURE PHARMACEUTICALS ,Azithromycin 500 MG,
ZITHROCARE 500MG TABLET ,MEYER ORGANICS ,Azithromycin 500 MG,
ZITHIUM 500MG TABLET ,ALKEM LABORATORIES LTD ,Azithromycin 500 MG,
ZITHROKEM 500MG TABLET ,ALKEM LABORATORIES LTD ,Azithromycin 500 MG,
ZITHRONIC 500MG TABLET ,BIONICS REMEDIES ,Azithromycin 500 MG,
ZITHROBACT 500MG TABLET ,LIVIDUS PHARMA ,Azithromycin 500 MG,
ZITHROPON 500MG TABLET ,NIPPON SEIYAKU ,Azithromycin 500 MG,
ZITHRO 500MG TABLET ,RITZ PHARMA ,Azithromycin 500 MG,
 ZITHROMAX 500MG TABLET ,STANFORD BIOTECH PVT LTD ,Azithromycin 500 MG,
ZITHRAL 500MG TABLET ,AXTER PHARMA ,Azithromycin 500 MG,
ZITHROBELL 500MG TABLET ,BAL PHARMA ,Azithromycin 500 MG,
ZITICIN 500MG TABLET ,ADLEY LAB ,Azithromycin 500 MG,
ZITIS 500MG TABLET ,SCORTIS LABS ,Azithromycin 500 MG,
ZITOPAX 500MG TABLET ,SYNERGY PHARMACEUTICALS ,Azithromycin 500 MG,
ZITROST 500MG TABLET ,TROST ,Azithromycin 500 MG,
ZITROBID 500MG TABLET ,MINOVA LIFESCIENCES ,Azithromycin 500 MG,
ZITRO 500MG TABLET ,NITIN LIFESCIENCES ,Azithromycin 500 MG,
ZITROMAX 500MG TABLET ,PFIZER LIMITED ,Azithromycin 500 MG,
ZIWAL 500MG TABLET ,WALLACE ,Azithromycin 500 MG,
ZIZOM 500MG TABLET ,SYSMED ,Azithromycin 500 MG,
ZLIDE 500MG TABLET ,BION ,Azithromycin 500 MG,
ZOFACIN 500MG TABLET ,SHINE ,Azithromycin 500 MG,
ZOHARI 500MG TABLET ,MERIDIAN MEDICARE LTD ,Azithromycin 500 MG,
ZOHRI 500MG TABLET ,MERIDIAN MEDICARE LTD ,Azithromycin 500 MG,
ZOMYCINE 500MG TABLET ,CIPLA ,Azithromycin 500 MG,
ZOROCIN 500MG TABLET ,AFFY PHARMA ,Azithromycin 500 MG,
ZYBACT 500MG TABLET ,ZYRIS DERMA CARE PVT LTD ,Azithromycin 500 MG,
ZYCIN 500MG TABLET ,CADILA PHARMACEUTICALS LTD ,Azithromycin 500 MG,
 ZYLID 500MG TABLET ,SHANKUS ACME PHARMA ,Azithromycin 500 MG,
ZYLOC 500MG TABLET ,SYMBIOTIC DRUS & DIABETIC CARE ,Azithromycin 500 MG,
ZYRO 500MG TABLET ,NORDIC PHARMA LTD ,Azithromycin 500 MG,
FIBROGESIC N TABLET ,GODDRES PHARMA ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
FINENERVE NT TABLET ,AKUMENTIS HEALTHCARE LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
GB 29 TOTAL TABLET ,CORONA REMEDIES PVT LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
DUBINOR TABLET ,GLENMARK PHARMACEUTICALS LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
DUGALIN NTM 75MG TABLET ,MEXICAN WAVE PHARMA ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
GABAGAIN NP TABLET ,LIFTLIFE BIOTECH PVT LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
ADNURVE SR TABLET ,ADONIS ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
GOODWIN TABLET ,ALONSOA LIFE SCIENCES ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
GLIGABA NT TABLET ,GLIVITA PHARMA PVT LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
NERVIJEN NP TABLET ,JENBURKT PHARMA ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
NERVITOP M TABLET ,ZERICO LIFESCIENCES ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
NERVITE PLUS TABLET ,MACLEODS PHARMACEUTICALS LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
NERVSHINE NT TABLET ,AKUMENTIS HEALTHCARE LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
NERVICURE N TABLET ,KAINOS CURATIVES PVT LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
NEUROBID NT TABLET ,NEXICON PHARMA ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
NORTIPAN M TABLET ,MEDLEY ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
JUVIGEN NP TABLET ,ZENACTS PHARMA ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
PREGABANYL NTM TABLET ,LEEFORD HEALTHCARE ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
PREGAZEN PLUS TABLET ,XIEON LIFE SCIENCES ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
PREGAZ PLUS TABLET ,RITZ PHARMA ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
 PREGALIFT PLUS TABLET ,LINUX LABORATORIES ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
PREGABID MNT TABLET ,INTAS PHARMACEUTICALS LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
PREGSUN PLUS TABLET ,SUNGRACE PHARMA ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
NUROSURGE PN TABLET ,STRIVOS PHARMA ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
NURODENZ TABLET ,DENZAI INNOVATIONS AND THERAPEUTICS ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
MECAPREG N TABLET ,STALLION LABORATORIES ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
METLIN NT TABLET ,ALTEUS BIOGENICS PVT LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
POLYNERVE NT TABLET ,STRIDES SHASUN LIMITED ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
RESNER PLUS TABLET ,LUPIN LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
TRIGALIN TABLET ,SANDMARTIN PHARMA ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
TRINUROGAB TABLET ,MACLEODS PHARMACEUTICALS LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
TRIPREGA TABLET ,CONCERTINA PHARMA ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
